flow,occupy,speed
441.0,0.1362,70.4
447.0,0.1415,68.7
486.0,0.1651,65.4
448.0,0.1459,65.4
500.0,0.1677,59.8
474.0,0.1602,56.4
419.0,0.1458,54.5
470.0,0.1558,54.5
421.0,0.1438,53.9
486.0,0.1617,53.9
446.0,0.1476,54.0
464.0,0.1733,51.3
480.0,0.1848,49.1
405.0,0.1562,48.3
388.0,0.1611,46.0
420.0,0.165,46.3
414.0,0.1562,46.9
427.0,0.2047,42.4
424.0,0.1821,42.4
400.0,0.2469,35.9
371.0,0.2378,32.0
426.0,0.1924,36.3
354.0,0.2056,33.7
337.0,0.1891,32.9
413.0,0.1754,38.0
471.0,0.1959,41.0
380.0,0.1638,41.8
424.0,0.1562,46.2
394.0,0.1581,46.0
435.0,0.1641,47.4
435.0,0.1597,48.5
324.0,0.1264,47.7
480.0,0.2085,45.3
382.0,0.2,40.6
458.0,0.2415,38.3
368.0,0.1979,36.1
432.0,0.21100000000000002,36.7
478.0,0.2166,38.7
451.0,0.1615,44.7
448.0,0.1576,48.3
504.0,0.2047,47.0
442.0,0.182,45.5
506.0,0.2219,43.5
425.0,0.1848,42.9
498.0,0.2077,43.5
506.0,0.1776,47.8
433.0,0.1397,51.9
412.0,0.1449,52.0
505.0,0.1754,52.2
477.0,0.1696,51.6
508.0,0.1998,48.9
414.0,0.1553,48.8
360.0,0.1131,53.6
378.0,0.1117,57.4
299.0,0.0989,56.6
319.0,0.1056,56.0
378.0,0.1119,58.5
256.0,0.0819,57.7
269.0,0.0817,58.7
280.0,0.0868,59.2
320.0,0.099,58.7
294.0,0.0892,59.4
304.0,0.0863,61.1
251.0,0.0801,59.2
280.0,0.0913,58.3
280.0,0.0863,58.8
247.0,0.0757,59.6
189.0,0.0557,60.0
247.0,0.0772,59.4
240.0,0.0679,61.8
234.0,0.0751,58.8
231.0,0.0668,60.6
229.0,0.0703,60.1
219.0,0.0669,59.9
177.0,0.0486,62.7
199.0,0.0597,61.6
199.0,0.0608,60.2
246.0,0.0762,60.1
257.0,0.0783,60.0
212.0,0.0605,61.3
158.0,0.0441,62.6
212.0,0.0637,62.1
203.0,0.055,63.5
189.0,0.0528,64.1
199.0,0.0585,62.6
185.0,0.0521,62.7
208.0,0.0578,63.7
256.0,0.0729,63.5
240.0,0.0703,62.8
210.0,0.0588,62.9
183.0,0.0554,61.4
219.0,0.0711,59.0
213.0,0.0609,60.6
197.0,0.0546,62.4
213.0,0.0587,63.7
224.0,0.0596,65.2
239.0,0.0649,65.7
192.0,0.0584,63.0
196.0,0.0556,62.7
229.0,0.0665,62.9
143.0,0.0436,61.0
187.0,0.0529,61.9
206.0,0.0887,56.7
243.0,0.0727,58.4
221.0,0.0609,61.9
203.0,0.0587,62.2
240.0,0.0686,62.5
219.0,0.0621,62.9
231.0,0.0702,60.8
192.0,0.0556,61.3
224.0,0.0682,60.7
172.0,0.0467,63.2
222.0,0.0651,62.2
213.0,0.0629,61.4
219.0,0.0586,63.6
257.0,0.0746,62.4
194.0,0.0508,65.5
201.0,0.0562,64.7
255.0,0.0722,63.8
180.0,0.0514,62.9
239.0,0.0663,63.7
193.0,0.052000000000000005,65.3
199.0,0.0574,63.9
215.0,0.0598,64.0
193.0,0.0535,64.1
198.0,0.0532,65.3
243.0,0.0688,64.5
230.0,0.0933,57.0
282.0,0.0771,61.3
207.0,0.0563,63.7
265.0,0.0722,64.7
222.0,0.0582,66.3
195.0,0.0538,65.6
246.0,0.0618,68.0
251.0,0.0645,68.7
265.0,0.0723,67.5
209.0,0.0571,66.8
230.0,0.0618,66.8
205.0,0.055999999999999994,67.1
253.0,0.0741,64.8
268.0,0.0741,65.4
273.0,0.073,66.4
263.0,0.07400000000000001,65.5
258.0,0.0697,66.4
274.0,0.0773,65.0
252.0,0.0712,64.5
209.0,0.0591,64.7
240.0,0.0727,62.5
265.0,0.08199999999999999,60.7
284.0,0.0806,61.8
264.0,0.0754,62.4
251.0,0.0703,63.7
281.0,0.0784,64.0
286.0,0.0823,63.3
252.0,0.0734,62.3
281.0,0.0831,62.1
269.0,0.0719,64.6
217.0,0.0611,64.3
232.0,0.0664,63.3
190.0,0.049,65.9
191.0,0.0517,66.4
221.0,0.0609,66.5
213.0,0.0617,64.9
223.0,0.0637,64.7
188.0,0.0547,63.8
167.0,0.0441,65.7
159.0,0.0414,67.0
172.0,0.0475,66.2
169.0,0.0445,67.7
143.0,0.0376,67.8
152.0,0.0409,67.1
111.0,0.0327,64.9
128.0,0.0378,63.4
136.0,0.0407,61.8
154.0,0.0382,67.2
144.0,0.0394,66.7
112.0,0.032,65.0
138.0,0.0353,67.2
126.0,0.0283,71.9
127.0,0.0322,70.0
124.0,0.0349,67.0
125.0,0.0309,69.7
108.0,0.0281,68.9
116.0,0.031,67.5
133.0,0.0349,66.6
129.0,0.0297,70.5
139.0,0.0328,72.2
128.0,0.0318,72.2
109.0,0.0289,68.4
121.0,0.0321,67.4
106.0,0.0259,69.6
112.0,0.0311,66.6
103.0,0.0254,68.3
91.0,0.0231,66.9
92.0,0.0233,66.9
108.0,0.028999999999999998,66.3
94.0,0.0192,72.0
88.0,0.0239,68.8
83.0,0.0217,67.8
91.0,0.0286,63.5
104.0,0.0283,64.8
75.0,0.0219,64.4
105.0,0.0266,65.4
95.0,0.023,67.8
105.0,0.0236,70.1
94.0,0.0248,68.2
59.0,0.0166,67.8
71.0,0.0178,68.9
69.0,0.0171,67.6
64.0,0.0137,70.9
68.0,0.0164,69.5
76.0,0.0177,69.4
68.0,0.0168,68.0
52.0,0.0147,66.3
58.0,0.0184,64.0
80.0,0.0189,68.0
46.0,0.0138,65.6
52.0,0.0131,67.3
63.0,0.0165,65.5
40.0,0.0117,65.2
38.0,0.0114,68.4
31.0,0.009000000000000001,66.9
37.0,0.0087,67.1
38.0,0.0097,66.8
39.0,0.0078,68.2
36.0,0.0078,68.4
19.0,0.0073,67.1
45.0,0.0096,69.0
43.0,0.0079,70.3
31.0,0.009000000000000001,67.1
37.0,0.0083,68.1
38.0,0.0077,69.1
20.0,0.0054,67.3
47.0,0.0108,67.7
34.0,0.0092,67.7
24.0,0.0071,66.7
41.0,0.0089,68.3
26.0,0.0045,69.8
34.0,0.0061,69.9
31.0,0.0092,67.6
39.0,0.0094,68.1
41.0,0.0124,66.8
28.0,0.0078,66.2
23.0,0.0055,67.1
30.0,0.0055,69.0
55.0,0.01,69.0
29.0,0.0083,67.0
27.0,0.0073,66.8
28.0,0.0075,66.7
45.0,0.0099,67.8
62.0,0.013000000000000001,69.0
39.0,0.0101,68.4
55.0,0.0104,70.5
40.0,0.0101,68.7
48.0,0.009000000000000001,70.0
49.0,0.0123,67.7
46.0,0.0085,70.2
67.0,0.0132,73.0
44.0,0.0118,69.3
60.0,0.0153,70.2
60.0,0.0178,67.4
56.0,0.0187,64.8
77.0,0.0191,66.3
57.0,0.0161,65.6
57.0,0.0161,66.3
67.0,0.019,65.6
90.0,0.0236,66.3
95.0,0.027999999999999997,63.5
97.0,0.0256,66.8
98.0,0.0283,66.7
86.0,0.0262,65.3
85.0,0.026000000000000002,64.5
97.0,0.0296,63.5
105.0,0.0284,66.6
140.0,0.0427,65.6
181.0,0.0491,67.8
183.0,0.0539,65.0
196.0,0.0529,66.6
189.0,0.0586,63.8
214.0,0.0651,62.8
183.0,0.0507,68.6
193.0,0.0598,69.0
246.0,0.0698,71.4
278.0,0.0796,71.7
295.0,0.0893,70.3
291.0,0.0857,70.4
397.0,0.1254,68.4
460.0,0.142,67.8
420.0,0.1297,67.4
469.0,0.1518,65.9
424.0,0.1398,64.6
475.0,0.1654,62.3
501.0,0.1707,57.0
374.0,0.1273,54.7
467.0,0.1668,52.0
454.0,0.1801,48.5
470.0,0.1776,48.0
493.0,0.1944,46.8
395.0,0.14300000000000002,48.0
456.0,0.1637,48.7
479.0,0.1803,47.9
462.0,0.1753,47.5
423.0,0.1525,48.4
451.0,0.1764,47.1
462.0,0.1764,46.5
473.0,0.1763,47.0
451.0,0.1665,47.7
410.0,0.1743,44.7
469.0,0.1867,45.0
449.0,0.16,47.3
458.0,0.1756,46.8
387.0,0.1421,47.6
476.0,0.1694,49.1
478.0,0.1903,47.1
480.0,0.1904,46.4
407.0,0.1595,46.3
456.0,0.1672,47.5
449.0,0.1623,48.4
434.0,0.1644,48.0
476.0,0.1614,50.1
424.0,0.1479,50.8
496.0,0.1907,48.6
409.0,0.177,45.0
432.0,0.1862,43.3
459.0,0.1805,44.4
495.0,0.1791,46.9
444.0,0.1529,49.4
432.0,0.1489,50.5
413.0,0.1444,51.1
431.0,0.145,52.3
356.0,0.11900000000000001,53.0
295.0,0.0967,53.7
447.0,0.1577,52.3
488.0,0.1654,52.5
335.0,0.1018,55.5
445.0,0.1472,54.8
448.0,0.1598,52.9
424.0,0.1336,55.0
462.0,0.1558,53.8
407.0,0.1279,55.2
401.0,0.1269,55.6
266.0,0.0825,56.8
380.0,0.127,54.8
350.0,0.1187,54.2
320.0,0.0988,55.5
359.0,0.13699999999999998,52.6
376.0,0.1148,55.4
306.0,0.0933,56.3
333.0,0.0972,58.4
340.0,0.1066,57.2
303.0,0.0877,59.1
314.0,0.0978,57.8
300.0,0.1202,52.9
281.0,0.0876,55.3
312.0,0.0934,57.4
279.0,0.08,59.1
259.0,0.077,59.2
305.0,0.0895,59.5
227.0,0.0652,60.3
212.0,0.0628,60.3
304.0,0.0892,59.9
241.0,0.0701,60.2
274.0,0.0832,59.3
249.0,0.07200000000000001,59.8
213.0,0.0626,60.6
256.0,0.0728,61.8
178.0,0.0487,63.2
299.0,0.1149,55.8
261.0,0.0734,59.7
233.0,0.0701,59.6
224.0,0.0625,61.2
207.0,0.0563,62.9
248.0,0.0713,62.6
248.0,0.0681,63.1
232.0,0.07,61.3
197.0,0.0624,58.9
236.0,0.0709,58.7
222.0,0.0673,58.5
195.0,0.0656,55.7
207.0,0.0605,58.1
252.0,0.076,58.7
209.0,0.0653,57.6
262.0,0.08,57.9
222.0,0.0711,56.4
202.0,0.0639,56.7
231.0,0.07,57.5
188.0,0.0561,58.6
209.0,0.0613,59.5
224.0,0.0658,59.8
206.0,0.063,59.3
228.0,0.0657,60.1
185.0,0.0494,63.0
217.0,0.0611,63.0
234.0,0.067,62.7
246.0,0.0755,60.4
236.0,0.0658,61.4
216.0,0.0589,63.2
243.0,0.0707,62.1
217.0,0.0618,62.2
253.0,0.073,61.6
223.0,0.057999999999999996,63.7
210.0,0.0609,63.4
218.0,0.0601,63.7
242.0,0.0691,62.6
252.0,0.066,65.5
233.0,0.0644,64.8
205.0,0.0557,64.8
198.0,0.0572,63.1
218.0,0.0581,64.5
170.0,0.0483,63.5
242.0,0.0643,64.3
234.0,0.0633,64.8
232.0,0.0615,65.9
224.0,0.0608,65.3
180.0,0.0485,65.5
195.0,0.0491,67.8
184.0,0.0475,68.2
209.0,0.0553,67.7
201.0,0.0545,66.5
258.0,0.0748,63.7
284.0,0.0805,63.1
258.0,0.0742,62.8
288.0,0.0833,61.9
231.0,0.0663,61.7
175.0,0.0495,61.8
257.0,0.0718,62.5
244.0,0.0691,61.9
263.0,0.0713,63.2
257.0,0.0696,63.6
279.0,0.0802,61.9
268.0,0.08,60.4
269.0,0.0787,60.1
214.0,0.0632,59.4
292.0,0.0926,57.2
249.0,0.0808,55.6
296.0,0.1038,53.5
279.0,0.0845,55.4
274.0,0.0809,57.1
262.0,0.0756,59.1
235.0,0.0705,58.6
302.0,0.0967,56.7
182.0,0.0585,55.7
226.0,0.0667,57.2
240.0,0.08,55.0
221.0,0.0767,52.7
219.0,0.0728,53.0
290.0,0.0927,54.3
241.0,0.079,53.8
146.0,0.0438,56.9
227.0,0.0711,57.4
215.0,0.0632,58.9
236.0,0.07400000000000001,58.0
181.0,0.0598,56.4
220.0,0.0658,58.0
154.0,0.0459,58.8
176.0,0.0542,58.6
172.0,0.0527,58.4
121.0,0.0424,55.3
158.0,0.0449,59.4
104.0,0.033,59.0
163.0,0.0473,60.1
147.0,0.0418,61.4
130.0,0.0378,61.5
127.0,0.0322,65.5
156.0,0.0449,63.6
131.0,0.0356,63.5
114.0,0.033,62.7
137.0,0.0394,61.9
113.0,0.0288,65.1
130.0,0.0355,66.4
126.0,0.0402,60.2
155.0,0.0404,65.0
93.0,0.0275,63.0
120.0,0.0334,62.7
109.0,0.0298,62.6
101.0,0.0332,58.3
121.0,0.0345,59.7
110.0,0.0293,64.1
106.0,0.0287,63.9
99.0,0.0271,64.4
81.0,0.0236,63.5
85.0,0.0198,66.8
113.0,0.0298,66.9
87.0,0.0232,66.1
91.0,0.0238,65.3
118.0,0.0322,64.3
82.0,0.0191,67.0
76.0,0.0209,65.3
64.0,0.0175,65.8
78.0,0.0184,66.9
77.0,0.02,65.6
80.0,0.023,64.4
104.0,0.0245,67.2
90.0,0.0223,67.7
86.0,0.0235,65.9
96.0,0.0201,70.5
85.0,0.0204,67.9
92.0,0.0193,71.0
74.0,0.0184,67.9
69.0,0.0164,67.8
89.0,0.0182,70.0
53.0,0.0128,68.8
65.0,0.0162,68.3
85.0,0.0212,67.1
54.0,0.0157,64.8
76.0,0.0211,65.5
47.0,0.0144,64.9
60.0,0.0118,69.2
44.0,0.0116,68.8
62.0,0.0162,66.6
38.0,0.0096,66.6
51.0,0.0111,67.1
41.0,0.0083,67.8
45.0,0.0094,68.8
49.0,0.0099,68.6
41.0,0.0094,68.4
31.0,0.0082,67.7
31.0,0.009000000000000001,67.1
53.0,0.0136,67.4
28.0,0.0074,66.7
42.0,0.0085,68.6
34.0,0.0079,67.6
37.0,0.0084,68.3
25.0,0.0051,68.3
47.0,0.0116,67.4
38.0,0.0075,68.9
32.0,0.0076,68.1
50.0,0.0096,69.4
25.0,0.0072,68.2
28.0,0.0076,67.9
25.0,0.0062,67.7
49.0,0.0104,68.2
57.0,0.0105,70.1
34.0,0.0077,68.8
50.0,0.013000000000000001,67.4
29.0,0.0075,67.1
49.0,0.0101,69.1
43.0,0.0108,67.7
48.0,0.0107,68.8
51.0,0.0116,69.8
30.0,0.0092,67.6
43.0,0.0118,66.1
25.0,0.01,62.3
31.0,0.0093,65.6
29.0,0.0076,66.9
57.0,0.013000000000000001,68.3
28.0,0.0081,67.8
54.0,0.016,68.2
47.0,0.0116,68.1
48.0,0.0146,67.2
50.0,0.013999999999999999,67.1
79.0,0.0649,58.8
73.0,0.0205,63.3
83.0,0.0231,63.4
96.0,0.0226,69.4
87.0,0.0264,65.1
89.0,0.0237,66.6
117.0,0.0298,68.1
111.0,0.0281,68.9
129.0,0.0289,72.1
97.0,0.0286,68.6
142.0,0.0452,64.2
132.0,0.0425,62.8
132.0,0.0359,65.1
193.0,0.0518,66.2
184.0,0.0536,64.9
152.0,0.0454,63.7
197.0,0.0615,61.9
224.0,0.0642,66.8
207.0,0.0594,70.0
209.0,0.0629,69.1
262.0,0.0768,69.1
289.0,0.0816,70.4
391.0,0.1156,69.3
339.0,0.1,69.1
441.0,0.1352,67.6
396.0,0.1158,68.4
308.0,0.1061,63.4
415.0,0.1401,61.8
448.0,0.1515,61.0
443.0,0.1469,57.7
371.0,0.1289,54.8
471.0,0.1789,51.4
498.0,0.1984,48.8
453.0,0.1663,49.1
489.0,0.1909,47.8
427.0,0.1876,44.8
428.0,0.1884,42.7
436.0,0.1608,46.0
467.0,0.1735,47.3
418.0,0.1462,49.4
436.0,0.16899999999999998,48.1
485.0,0.1791,48.4
446.0,0.1552,50.2
500.0,0.177,50.7
385.0,0.1589,47.7
430.0,0.1627,47.9
484.0,0.1759,48.8
396.0,0.1464,48.8
446.0,0.1725,47.7
464.0,0.1902,46.1
388.0,0.1246,51.3
320.0,0.1073,52.7
423.0,0.14400000000000002,53.1
393.0,0.1317,53.4
370.0,0.136,51.8
407.0,0.1471,51.2
423.0,0.1372,53.7
382.0,0.1286,54.1
382.0,0.1214,55.4
473.0,0.1604,54.9
437.0,0.1484,54.4
453.0,0.1449,55.9
419.0,0.1303,56.8
412.0,0.1398,55.6
427.0,0.1363,56.1
402.0,0.1551,53.0
385.0,0.1348,53.2
437.0,0.1446,54.1
355.0,0.1231,54.0
395.0,0.1234,56.0
462.0,0.1576,54.7
367.0,0.1276,53.5
427.0,0.1406,54.3
358.0,0.1203,54.1
366.0,0.1191,55.0
338.0,0.1032,57.4
382.0,0.1177,58.3
372.0,0.1147,58.8
282.0,0.0815,60.0
290.0,0.0849,61.2
276.0,0.08800000000000001,59.8
268.0,0.0805,59.9
401.0,0.1206,60.1
370.0,0.1168,59.0
393.0,0.1221,58.8
294.0,0.0838,61.4
315.0,0.0953,60.5
303.0,0.0872,61.6
302.0,0.0901,61.5
278.0,0.0845,60.5
289.0,0.0821,62.5
239.0,0.0702,61.5
288.0,0.0854,61.0
267.0,0.0789,61.2
217.0,0.0667,60.0
271.0,0.0785,61.4
191.0,0.0521,63.6
212.0,0.0612,63.0
216.0,0.0644,62.1
198.0,0.0552,62.7
207.0,0.0634,61.7
199.0,0.0582,61.7
225.0,0.0652,61.8
206.0,0.0569,63.8
267.0,0.0742,63.9
207.0,0.0582,63.9
180.0,0.048,65.9
207.0,0.0574,65.2
185.0,0.0542,63.3
175.0,0.0517,62.3
188.0,0.0544,62.6
184.0,0.0498,64.1
212.0,0.0581,64.7
177.0,0.0483,64.6
186.0,0.0531,63.9
220.0,0.0652,62.2
209.0,0.0563,64.4
222.0,0.0612,64.7
240.0,0.0693,63.8
258.0,0.0785,61.7
209.0,0.0585,63.2
191.0,0.054000000000000006,62.7
211.0,0.0617,62.3
192.0,0.0507,64.0
199.0,0.0538,65.5
186.0,0.0498,66.1
233.0,0.0617,67.4
195.0,0.0604,62.4
253.0,0.071,63.5
215.0,0.0608,63.7
180.0,0.0505,63.5
200.0,0.0586,62.7
250.0,0.0682,64.0
214.0,0.0582,64.9
247.0,0.0705,63.6
229.0,0.0653,63.7
220.0,0.0582,65.2
185.0,0.0521,64.9
228.0,0.0652,63.2
211.0,0.0597,63.5
235.0,0.0648,63.6
206.0,0.0568,64.6
190.0,0.0522,64.7
193.0,0.0556,63.5
186.0,0.0525,64.0
233.0,0.0666,63.3
224.0,0.0633,63.7
222.0,0.0631,63.7
253.0,0.065,66.6
264.0,0.0804,62.6
235.0,0.0598,65.8
231.0,0.0632,65.4
213.0,0.0559,66.8
241.0,0.0666,65.9
291.0,0.0761,66.8
214.0,0.0608,64.8
242.0,0.067,64.5
270.0,0.0795,62.8
245.0,0.0695,63.0
222.0,0.0568,65.7
244.0,0.0671,65.0
288.0,0.0828,63.9
262.0,0.0723,63.8
289.0,0.0829,63.4
270.0,0.0738,64.5
295.0,0.0815,64.4
259.0,0.075,63.1
268.0,0.0756,63.0
168.0,0.046,63.7
174.0,0.0463,65.2
202.0,0.0585,63.7
293.0,0.0806,64.0
248.0,0.0694,63.7
207.0,0.0623,61.5
306.0,0.0929,60.8
304.0,0.0886,61.4
287.0,0.0861,60.9
314.0,0.0973,59.6
264.0,0.076,61.1
243.0,0.0715,61.5
228.0,0.0643,62.4
222.0,0.0638,62.6
242.0,0.0663,64.1
227.0,0.0624,64.3
229.0,0.0629,65.0
184.0,0.05,65.7
220.0,0.0596,65.8
209.0,0.057,65.6
160.0,0.0433,65.6
218.0,0.0615,64.6
233.0,0.0682,63.1
214.0,0.0628,62.0
230.0,0.0645,63.4
245.0,0.065,65.2
153.0,0.0432,64.2
150.0,0.0425,63.7
154.0,0.0415,65.5
149.0,0.0401,65.8
158.0,0.0483,63.1
189.0,0.0498,66.4
143.0,0.039,65.9
142.0,0.0361,68.2
160.0,0.0409,68.8
128.0,0.0343,67.6
153.0,0.0392,68.2
173.0,0.0474,67.2
137.0,0.0416,63.5
147.0,0.0398,65.4
120.0,0.0305,67.6
112.0,0.031,66.1
116.0,0.0302,66.6
119.0,0.0296,68.8
135.0,0.0335,70.1
115.0,0.0337,64.8
143.0,0.0358,67.8
143.0,0.0347,71.2
136.0,0.0371,67.1
100.0,0.0282,65.3
122.0,0.0332,66.1
90.0,0.0245,65.9
97.0,0.0252,66.0
116.0,0.0307,66.8
114.0,0.0265,70.5
74.0,0.0169,70.8
118.0,0.03,69.5
106.0,0.0252,70.0
97.0,0.0259,67.8
135.0,0.0318,71.3
106.0,0.0288,68.4
126.0,0.0323,68.1
96.0,0.0257,66.5
94.0,0.0249,65.8
97.0,0.0229,68.6
88.0,0.0206,69.4
113.0,0.0288,69.3
85.0,0.0208,72.2
105.0,0.0232,74.2
97.0,0.0188,75.6
77.0,0.0205,69.7
95.0,0.0189,75.6
63.0,0.0156,70.7
79.0,0.0197,70.4
70.0,0.0174,70.0
65.0,0.017,67.4
75.0,0.0173,70.0
70.0,0.0185,68.3
65.0,0.0139,70.1
47.0,0.0124,68.5
49.0,0.0128,66.5
55.0,0.0125,66.9
44.0,0.0126,67.2
33.0,0.0093,65.7
47.0,0.0115,67.6
73.0,0.0143,69.9
53.0,0.0151,66.4
45.0,0.009000000000000001,68.1
37.0,0.0107,67.6
38.0,0.0104,66.5
31.0,0.0081,67.4
33.0,0.009000000000000001,66.6
43.0,0.0082,68.4
45.0,0.0086,68.8
41.0,0.0098,68.1
37.0,0.0075,68.8
47.0,0.0119,67.1
32.0,0.0087,67.0
63.0,0.0111,69.7
28.0,0.009000000000000001,67.0
45.0,0.0097,68.5
38.0,0.0094,67.7
37.0,0.0096,67.0
33.0,0.0076,66.6
26.0,0.0066,67.1
35.0,0.0072,68.1
70.0,0.0135,71.6
27.0,0.0082,67.7
33.0,0.0076,69.1
31.0,0.0065,68.7
31.0,0.006999999999999999,68.1
51.0,0.0096,69.7
63.0,0.0136,69.8
47.0,0.0101,71.2
26.0,0.0084,67.7
39.0,0.0085,67.9
46.0,0.0142,66.5
38.0,0.0105,67.5
62.0,0.0157,68.7
52.0,0.0108,70.9
50.0,0.0137,67.5
37.0,0.0106,66.5
58.0,0.0155,66.7
83.0,0.0166,70.4
47.0,0.0122,67.7
65.0,0.0139,70.2
56.0,0.0122,71.0
48.0,0.0126,69.8
66.0,0.0152,68.9
67.0,0.0155,69.6
68.0,0.0164,69.3
66.0,0.0174,67.6
73.0,0.0187,66.7
95.0,0.0212,71.0
78.0,0.0234,66.4
62.0,0.0178,65.8
70.0,0.0189,65.6
96.0,0.0226,68.0
88.0,0.0236,67.9
88.0,0.025,67.2
80.0,0.02,67.8
126.0,0.0313,70.4
116.0,0.0321,67.3
129.0,0.031,70.3
145.0,0.0339,73.2
142.0,0.0392,69.1
117.0,0.0304,69.0
132.0,0.0392,65.6
122.0,0.0307,68.2
134.0,0.0391,65.1
123.0,0.0364,63.1
132.0,0.0381,62.7
135.0,0.0372,63.0
145.0,0.0415,62.9
134.0,0.0384,62.5
171.0,0.0451,63.9
188.0,0.0475,66.1
184.0,0.0486,66.4
151.0,0.0407,65.8
188.0,0.0521,64.6
148.0,0.04,64.1
192.0,0.0514,64.6
170.0,0.049,63.3
161.0,0.0444,63.3
149.0,0.0402,63.4
161.0,0.042,64.8
129.0,0.0326,65.9
169.0,0.0427,67.0
201.0,0.052000000000000005,67.1
168.0,0.0446,66.1
179.0,0.0491,64.2
168.0,0.0437,64.7
222.0,0.0585,65.5
191.0,0.052000000000000005,64.3
172.0,0.0454,64.2
189.0,0.0541,62.5
207.0,0.0572,62.8
200.0,0.0543,63.1
211.0,0.0559,63.9
201.0,0.0547,64.1
264.0,0.07400000000000001,63.1
237.0,0.0661,62.4
216.0,0.0602,62.5
252.0,0.0634,65.0
259.0,0.0671,66.0
210.0,0.0547,65.5
172.0,0.0468,64.4
208.0,0.0568,63.6
222.0,0.057,64.8
182.0,0.0465,65.4
211.0,0.0565,64.8
210.0,0.055,65.3
241.0,0.064,64.6
216.0,0.0574,64.7
246.0,0.0669,64.0
234.0,0.0608,65.3
233.0,0.0601,65.4
219.0,0.061,63.0
219.0,0.0588,63.1
219.0,0.0578,63.3
213.0,0.0564,63.6
226.0,0.0611,63.5
215.0,0.0553,64.4
206.0,0.0539,64.0
267.0,0.0721,63.7
263.0,0.0699,63.6
236.0,0.0614,64.3
269.0,0.0679,65.7
255.0,0.0677,64.8
279.0,0.0751,63.8
237.0,0.0621,64.5
263.0,0.071,63.0
266.0,0.075,62.0
243.0,0.0639,63.2
253.0,0.071,62.2
263.0,0.0684,63.6
224.0,0.0604,63.3
249.0,0.0661,64.0
225.0,0.0638,61.9
330.0,0.0943,60.8
224.0,0.0586,62.5
282.0,0.0697,65.2
215.0,0.0629,62.2
294.0,0.0807,61.9
259.0,0.0937,54.9
250.0,0.0641,60.5
229.0,0.0594,62.9
252.0,0.0656,64.2
237.0,0.0626,64.3
239.0,0.0615,64.8
252.0,0.0629,66.3
241.0,0.0645,65.5
233.0,0.0638,63.4
304.0,0.0833,63.0
244.0,0.0639,62.8
219.0,0.0596,63.2
240.0,0.0639,63.6
245.0,0.068,62.2
301.0,0.0839,61.6
306.0,0.0891,60.4
270.0,0.0717,62.1
250.0,0.0686,61.8
217.0,0.0579,62.7
229.0,0.0622,62.7
286.0,0.0746,63.8
251.0,0.0666,64.1
256.0,0.0671,65.0
197.0,0.0536,63.6
280.0,0.0742,63.9
248.0,0.0666,63.5
247.0,0.0654,64.1
237.0,0.0641,64.2
183.0,0.0474,63.9
195.0,0.0553,62.6
275.0,0.0755,62.3
261.0,0.07,62.9
236.0,0.0668,61.7
245.0,0.0641,63.6
226.0,0.0619,62.6
282.0,0.0757,62.9
229.0,0.0639,62.1
272.0,0.0756,62.1
245.0,0.0626,63.9
241.0,0.0656,63.4
293.0,0.0772,63.9
259.0,0.0735,62.0
268.0,0.0727,62.0
277.0,0.0766,62.0
275.0,0.1013,58.3
195.0,0.0547,59.3
313.0,0.0878,60.4
216.0,0.0874,56.2
246.0,0.0672,60.1
277.0,0.0801,59.5
312.0,0.087,60.5
308.0,0.08900000000000001,60.2
322.0,0.0877,61.6
273.0,0.0741,62.2
351.0,0.1119,58.3
316.0,0.0899,59.0
271.0,0.0761,59.7
291.0,0.0832,60.5
289.0,0.0802,61.3
259.0,0.0681,63.8
320.0,0.0875,63.4
291.0,0.0776,64.2
302.0,0.0905,60.7
315.0,0.0945,59.0
252.0,0.0696,60.2
311.0,0.0909,60.1
281.0,0.0792,61.0
265.0,0.0699,62.8
292.0,0.0848,61.0
208.0,0.0592,60.5
290.0,0.0829,60.7
286.0,0.0798,61.0
303.0,0.085,61.1
282.0,0.0813,60.8
286.0,0.081,60.8
278.0,0.0758,61.7
250.0,0.0687,62.6
261.0,0.0728,62.0
230.0,0.0638,62.2
194.0,0.0577,60.5
215.0,0.06,60.8
197.0,0.055,61.9
155.0,0.0417,62.8
230.0,0.0624,62.6
204.0,0.0598,60.8
203.0,0.0549,62.1
217.0,0.0902,55.3
229.0,0.0631,60.0
208.0,0.0844,57.4
196.0,0.0512,61.7
190.0,0.0493,63.8
187.0,0.05,63.8
219.0,0.0557,65.0
172.0,0.0432,66.2
171.0,0.0446,65.9
158.0,0.0401,66.0
179.0,0.0492,64.3
203.0,0.0532,64.4
193.0,0.049,65.6
170.0,0.0451,65.3
194.0,0.0547,62.8
189.0,0.0472,65.3
179.0,0.0505,63.5
221.0,0.055,66.0
171.0,0.0426,66.9
208.0,0.0571,65.8
202.0,0.0556,64.6
210.0,0.0551,65.5
187.0,0.0493,65.8
172.0,0.0433,67.5
157.0,0.0431,65.7
207.0,0.0522,67.5
160.0,0.0375,70.6
159.0,0.0432,66.5
171.0,0.0479,65.1
156.0,0.0408,65.7
155.0,0.038,67.7
126.0,0.033,66.5
151.0,0.0393,66.4
141.0,0.0366,66.0
120.0,0.0295,67.4
138.0,0.0343,68.1
148.0,0.0348,70.0
116.0,0.03,68.1
135.0,0.0332,68.5
126.0,0.0291,70.2
146.0,0.0353,69.9
91.0,0.0234,67.7
